,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
630,CP-GNCC2021-005-PROD03,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
631,CP-GNCC2021-005-PROD04,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
632,CP-GNCC2021-005-PROD05,96.16,69.5,212.42,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
633,CP-GNCC2021-005-PROD06,184.37,167.0,245.77,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
634,CP-GNCC2021-005-PROD07,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
635,CP-GNCC2021-005-PROD08,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
636,CP-GNCC2021-005-PROD09,,,,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
637,CP-GNCC2021-005-PROD10,43.8,43.8,209.0,01/02/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de febrero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-005/VATIA/GNCC/01%2F02%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-005,GNCC,VATIA,11/11/2021,01/02/2022 al 31/12/2026,01/02/2022,31/12/2026,1794.0,58.98082191780822,16/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,04/02/2022
638,CP-CDNC2021-003-PROD01,44.06,0.0,0.0,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
639,CP-CDNC2021-003-PROD02,131.4,0.0,0.0,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
640,CP-CDNC2021-003-PROD03,43.2,0.0,0.0,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
641,CP-CDNC2021-003-PROD04,17.57,0.0,0.0,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
642,CP-CDNC2021-003-PROD05,43.78,0.0,0.0,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
643,CP-CDNC2021-003-PROD06,453.63,369.14,229.4,01/03/2022,31/12/2032,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 de marzo de 2022 a 31 de diciembre de 2032,CP-CDNC2021-003/CEDENAR/CDNC/01%2F03%2F2022/31%2F12%2F2032/false/Regulado,CP-CDNC2021-003,CDNC,CEDENAR,09/11/2021,01/03/2022 al 31/12/2032,01/03/2022,31/12/2032,3958.0,130.1260273972603,09/11/2021,01/12/2021,30/12/2021,13/01/2022,02/02/2022,Cerrada y adjudicada,Regulado,NO,,,,14/02/2022
644,CP-EEPC2021-005-PROD01,55.65,55.65,259.9,01/01/2022,31/12/2023,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2023, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-005/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2023/false/Regulado,CP-EEPC2021-005,EEPC,EEP,26/10/2021,01/01/2022 al 31/12/2023,01/01/2022,31/12/2023,729.0,23.96712328767123,26/10/2021,09/11/2021,09/12/2021,22/12/2021,11/01/2022,Cerrada y adjudicada,Regulado,NO,,,,13/01/2022
645,CP-EEPC2021-005-PROD02,,,,01/01/2022,31/12/2023,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2023, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-005/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2023/false/Regulado,CP-EEPC2021-005,EEPC,EEP,26/10/2021,01/01/2022 al 31/12/2023,01/01/2022,31/12/2023,729.0,23.96712328767123,26/10/2021,09/11/2021,09/12/2021,22/12/2021,11/01/2022,Cerrada y adjudicada,Regulado,NO,,,,13/01/2022
646,CP-EEPC2021-005-PROD03,32.06,32.06,258.75,01/01/2022,31/12/2023,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2023, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-005/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2023/false/Regulado,CP-EEPC2021-005,EEPC,EEP,26/10/2021,01/01/2022 al 31/12/2023,01/01/2022,31/12/2023,729.0,23.96712328767123,26/10/2021,09/11/2021,09/12/2021,22/12/2021,11/01/2022,Cerrada y adjudicada,Regulado,NO,,,,13/01/2022
647,CP-TENC2021-001-PROD01,667.16,667.16,236.09,01/02/2022,31/12/2033,"Transacciones Energéticas S.A.S. Empresa de Servicios Públicos E.S.P. filial del Grupo Éxito, invita a las empresas interesadas en presentar ofertas para el suministro de la energía que requiere para atender parte de la demanda de su Mercado Regulado durante el periodo entre el 01-02-2022 y el 31-12-2033.",CP-TENC2021-001/Tenergeticas/TENC/01%2F02%2F2022/31%2F12%2F2033/false/Regulado,CP-TENC2021-001,TENC,Tenergeticas,21/10/2021,01/02/2022 al 31/12/2033,01/02/2022,31/12/2033,4351.0,143.04657534246576,25/10/2021,17/11/2021,16/12/2021,29/12/2021,13/01/2022,Cerrada y adjudicada,Regulado,NO,,,,18/01/2022
648,CP-CHCC2021-003-PROD01,158.0,3.0,266.0,01/03/2022,31/12/2027,El objeto es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado para los períodos comprendidos entre el 1 de marzo de 2022 al 31 de diciembre de 2022 y 1 de enero de 2025 al 31 de diciembre de 2027.,CP-CHCC2021-003/CHEC/CHCC/01%2F03%2F2022/31%2F12%2F2027/false/Regulado,CP-CHCC2021-003,CHCC,CHEC,19/10/2021,01/03/2022 al 31/12/2027,01/03/2022,31/12/2027,2131.0,70.06027397260274,21/10/2021,12/11/2021,22/12/2021,31/12/2021,21/01/2022,Cerrada y adjudicada,Regulado,NO,10/12/2021,,,31/01/2022
649,CP-CHCC2021-003-PROD02,201.0,201.0,229.0,01/03/2022,31/12/2027,El objeto es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado para los períodos comprendidos entre el 1 de marzo de 2022 al 31 de diciembre de 2022 y 1 de enero de 2025 al 31 de diciembre de 2027.,CP-CHCC2021-003/CHEC/CHCC/01%2F03%2F2022/31%2F12%2F2027/false/Regulado,CP-CHCC2021-003,CHCC,CHEC,19/10/2021,01/03/2022 al 31/12/2027,01/03/2022,31/12/2027,2131.0,70.06027397260274,21/10/2021,12/11/2021,22/12/2021,31/12/2021,21/01/2022,Cerrada y adjudicada,Regulado,NO,10/12/2021,,,31/01/2022
650,CP-CHCC2021-003-PROD03,292.0,292.0,216.0,01/03/2022,31/12/2027,El objeto es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado para los períodos comprendidos entre el 1 de marzo de 2022 al 31 de diciembre de 2022 y 1 de enero de 2025 al 31 de diciembre de 2027.,CP-CHCC2021-003/CHEC/CHCC/01%2F03%2F2022/31%2F12%2F2027/false/Regulado,CP-CHCC2021-003,CHCC,CHEC,19/10/2021,01/03/2022 al 31/12/2027,01/03/2022,31/12/2027,2131.0,70.06027397260274,21/10/2021,12/11/2021,22/12/2021,31/12/2021,21/01/2022,Cerrada y adjudicada,Regulado,NO,10/12/2021,,,31/01/2022
651,CP-CHCC2021-003-PROD04,,,,01/03/2022,31/12/2027,El objeto es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado para los períodos comprendidos entre el 1 de marzo de 2022 al 31 de diciembre de 2022 y 1 de enero de 2025 al 31 de diciembre de 2027.,CP-CHCC2021-003/CHEC/CHCC/01%2F03%2F2022/31%2F12%2F2027/false/Regulado,CP-CHCC2021-003,CHCC,CHEC,19/10/2021,01/03/2022 al 31/12/2027,01/03/2022,31/12/2027,2131.0,70.06027397260274,21/10/2021,12/11/2021,22/12/2021,31/12/2021,21/01/2022,Cerrada y adjudicada,Regulado,NO,10/12/2021,,,31/01/2022
652,CP-GNCC2021-004-PROD01,198.7,177.7,254.64,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
653,CP-GNCC2021-004-PROD02,213.6,194.4,247.3,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
654,CP-GNCC2021-004-PROD03,,,,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
655,CP-GNCC2021-004-PROD04,91.4,43.9,227.34,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
656,CP-GNCC2021-004-PROD05,136.0,43.1,220.75,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
657,CP-GNCC2021-004-PROD06,96.2,96.2,209.62,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
658,CP-GNCC2021-004-PROD07,,,,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
659,CP-GNCC2021-004-PROD08,22.8,18.3,227.34,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
660,CP-GNCC2021-004-PROD09,34.0,27.2,219.74,01/01/2022,31/12/2026,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2022 o fecha de registro hasta las 24:00 del día 31 de diciembre de 2026.,CP-GNCC2021-004/VATIA/GNCC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-GNCC2021-004,GNCC,VATIA,12/10/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,12/10/2021,21/10/2021,22/11/2021,03/12/2021,23/12/2021,Cerrada y adjudicada,Regulado,NO,,,,29/12/2021
661,CP-CQTC2021-003-PROD01,54.84,54.84,244.99,01/01/2022,31/12/2028,"SUMINISTRO DE ENERGIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ, PARA EL PERÍODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2022 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2023 Y DESDE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2026 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2028.",CP-CQTC2021-003/ELECTROCAQUETA/CQTC/01%2F01%2F2022/31%2F12%2F2028/false/Regulado,CP-CQTC2021-003,CQTC,ELECTROCAQUETA,05/10/2021,01/01/2022 al 31/12/2028,01/01/2022,31/12/2028,2556.0,84.03287671232877,05/10/2021,19/10/2021,18/11/2021,01/12/2021,17/12/2021,Cerrada y adjudicada,Regulado,NO,,,,22/12/2021
662,CP-CQTC2021-003-PROD02,,,,01/01/2022,31/12/2028,"SUMINISTRO DE ENERGIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ, PARA EL PERÍODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2022 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2023 Y DESDE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2026 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2028.",CP-CQTC2021-003/ELECTROCAQUETA/CQTC/01%2F01%2F2022/31%2F12%2F2028/false/Regulado,CP-CQTC2021-003,CQTC,ELECTROCAQUETA,05/10/2021,01/01/2022 al 31/12/2028,01/01/2022,31/12/2028,2556.0,84.03287671232877,05/10/2021,19/10/2021,18/11/2021,01/12/2021,17/12/2021,Cerrada y adjudicada,Regulado,NO,,,,22/12/2021
663,CP-CQTC2021-003-PROD03,13.67,13.67,244.0,01/01/2022,31/12/2028,"SUMINISTRO DE ENERGIA ELÉCTRICA PARA ATENDER EL MERCADO REGULADO DE ELECTROCAQUETÁ, PARA EL PERÍODO COMPRENDIDO ENTRE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2022 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2023 Y DESDE LAS 00:00 HORAS DEL DÍA 1 DE ENERO DEL 2026 HASTA LAS 11:59 PM DEL DÍA 31 DE DICIEMBRE DEL 2028.",CP-CQTC2021-003/ELECTROCAQUETA/CQTC/01%2F01%2F2022/31%2F12%2F2028/false/Regulado,CP-CQTC2021-003,CQTC,ELECTROCAQUETA,05/10/2021,01/01/2022 al 31/12/2028,01/01/2022,31/12/2028,2556.0,84.03287671232877,05/10/2021,19/10/2021,18/11/2021,01/12/2021,17/12/2021,Cerrada y adjudicada,Regulado,NO,,,,22/12/2021
